student_id,school_id,class,subject,topic,prerequisite_topic,prerequisite_score,days_since_prerequisite,num_attempts,avg_time_per_attempt,time_on_task,score,score_variance,hint_usage_count,video_rewatch_count,help_seeking_behavior,session_count,attempt_pattern,difficulty_score,struggle_reason,recommended_action
S_B_037,B,5,Maths,Statistics,Trigonometry,61.2,48,3,25.2,75.6,39.2,12.65,5,2,1,2,stuck,0.608,conceptual_misunderstanding,assign_worked_examples
S_B_038,B,5,Maths,Statistics,Trigonometry,50.1,38,4,5.0,20.0,73.7,67.86,1,3,0,6,declining,0.263,none,maintain_current_pace
S_B_039,B,5,Maths,Statistics,Trigonometry,67.5,45,6,11.4,68.4,49.3,63.78,4,3,0,2,stuck,0.507,guessing,enforce_reflection_before_submit
S_B_040,B,5,Maths,Statistics,Trigonometry,79.0,75,4,74.4,297.6,34.1,83.31,1,4,1,1,improving,0.659,forgetting,schedule_revision_session
S_B_041,B,5,Maths,Probability,Statistics,61.9,33,8,65.5,524.0,64.0,46.52,2,2,0,5,stuck,0.36,unstable_understanding,spaced_repetition_practice
S_B_042,B,5,Maths,Probability,Statistics,43.9,61,7,49.5,346.5,42.4,31.72,7,4,1,6,stuck,0.576,prerequisite_gap,revisit_prerequisite_topic
S_B_043,B,5,Maths,Probability,Statistics,70.4,23,3,19.3,57.9,61.7,19.25,0,4,0,5,stuck,0.383,conceptual_misunderstanding,assign_worked_examples
S_B_044,B,5,Maths,Probability,Statistics,74.7,8,7,40.2,281.4,69.6,41.05,1,5,0,2,stuck,0.304,conceptual_misunderstanding,assign_worked_examples
S_B_045,B,5,Maths,Probability,Statistics,73.2,21,1,57.2,57.2,71.2,0.0,7,5,0,4,insufficient_data,0.288,none,maintain_current_pace
S_B_046,B,5,Maths,Probability,Statistics,62.1,71,7,56.5,395.5,48.3,26.65,2,4,1,2,stuck,0.517,forgetting,schedule_revision_session
S_B_047,B,5,Maths,Probability,Statistics,100.0,5,4,107.5,430.0,100.0,3.93,4,2,0,1,stuck,0.0,none,maintain_current_pace
S_B_048,B,5,Maths,Probability,Statistics,57.3,3,4,50.3,201.2,36.8,14.69,4,3,0,1,stuck,0.632,conceptual_misunderstanding,assign_worked_examples
S_B_049,B,5,Science,Physics,none,100.0,0,4,5.0,20.0,89.4,40.29,2,3,0,1,stuck,0.106,none,maintain_current_pace
S_B_050,B,5,Science,Physics,none,100.0,0,4,47.2,188.8,100.0,5.36,6,5,0,4,stuck,0.0,none,maintain_current_pace
S_B_051,B,5,Science,Physics,none,100.0,0,2,44.2,88.4,68.5,5.63,7,0,0,3,declining,0.315,conceptual_misunderstanding,assign_worked_examples
S_B_052,B,5,Science,Physics,none,100.0,0,6,32.8,196.8,91.8,9.64,3,5,0,5,stuck,0.082,none,maintain_current_pace
S_B_053,B,5,Science,Physics,none,100.0,0,6,40.5,243.0,95.1,22.34,1,3,0,4,stuck,0.049,none,maintain_current_pace
S_B_054,B,5,Science,Physics,none,100.0,0,7,44.5,311.5,80.3,75.13,6,2,0,6,stuck,0.197,none,maintain_current_pace
S_B_055,B,5,Science,Physics,none,100.0,0,8,30.9,247.2,58.8,18.29,2,1,0,4,stuck,0.412,conceptual_misunderstanding,assign_worked_examples
S_B_056,B,5,Science,Physics,none,100.0,0,4,5.0,20.0,93.9,8.15,0,0,0,2,stuck,0.061,none,maintain_current_pace
S_B_057,B,5,Science,Chemistry,Physics,70.9,62,2,19.8,39.6,70.4,32.42,1,0,0,6,declining,0.296,none,maintain_current_pace
S_B_058,B,5,Science,Chemistry,Physics,85.2,59,6,5.0,30.0,43.9,118.4,5,5,1,5,declining,0.561,guessing,enforce_reflection_before_submit
S_B_059,B,5,Science,Chemistry,Physics,77.2,76,5,66.4,332.0,76.5,85.22,8,2,0,4,improving,0.235,none,maintain_current_pace
S_B_060,B,5,Science,Chemistry,Physics,100.0,7,5,21.9,109.5,83.7,28.24,3,3,0,2,stuck,0.163,none,maintain_current_pace
S_B_061,B,5,Science,Chemistry,Physics,86.9,65,6,17.7,106.2,59.9,43.02,5,0,0,4,stuck,0.401,conceptual_misunderstanding,assign_worked_examples
S_B_062,B,5,Science,Chemistry,Physics,53.6,52,7,51.0,357.0,68.5,48.82,6,3,0,2,stuck,0.315,prerequisite_gap,revisit_prerequisite_topic
S_B_063,B,5,Science,Chemistry,Physics,55.8,37,4,23.5,94.0,49.9,9.46,1,0,1,1,stuck,0.501,conceptual_misunderstanding,assign_worked_examples
S_B_064,B,5,Science,Chemistry,Physics,73.2,12,3,56.4,169.2,66.2,2.5,5,5,0,6,stuck,0.338,conceptual_misunderstanding,assign_worked_examples
S_B_065,B,5,Science,Biology,Chemistry,86.3,86,2,15.9,31.8,100.0,0.3,1,0,0,5,stuck,0.0,none,maintain_current_pace
S_B_066,B,5,Science,Biology,Chemistry,66.4,1,4,48.1,192.4,30.5,32.4,8,0,1,3,stuck,0.695,conceptual_misunderstanding,assign_worked_examples
S_B_067,B,5,Science,Biology,Chemistry,74.9,34,3,56.3,168.9,51.8,68.06,4,0,0,3,improving,0.482,unstable_understanding,spaced_repetition_practice
S_B_068,B,5,Science,Biology,Chemistry,47.9,58,6,5.0,30.0,63.6,78.92,5,1,0,2,stuck,0.364,prerequisite_gap,revisit_prerequisite_topic
S_B_069,B,5,Science,Biology,Chemistry,28.5,60,3,33.0,99.0,36.7,23.95,2,1,1,3,stuck,0.633,prerequisite_gap,revisit_prerequisite_topic
S_B_070,B,5,Science,Biology,Chemistry,100.0,43,6,5.0,30.0,68.6,32.48,3,3,0,6,stuck,0.314,unstable_understanding,spaced_repetition_practice
S_B_071,B,5,Science,Biology,Chemistry,72.3,25,6,38.1,228.6,68.2,22.62,5,3,0,2,stuck,0.318,conceptual_misunderstanding,assign_worked_examples
S_B_072,B,5,Science,Biology,Chemistry,46.8,42,7,5.0,35.0,19.0,90.8,5,1,0,2,stuck,0.81,prerequisite_gap,revisit_prerequisite_topic
S_B_073,B,5,Science,Environmental Science,Biology,82.3,31,8,87.6,700.8,61.5,29.27,7,4,0,2,stuck,0.385,conceptual_misunderstanding,assign_worked_examples
S_B_074,B,5,Science,Environmental Science,Biology,65.9,85,5,56.8,284.0,30.3,40.08,0,3,1,5,stuck,0.697,unstable_understanding,spaced_repetition_practice
S_B_075,B,5,Science,Environmental Science,Biology,40.6,59,1,25.9,25.9,46.7,0.0,1,3,1,4,insufficient_data,0.533,prerequisite_gap,revisit_prerequisite_topic
S_B_076,B,5,Science,Environmental Science,Biology,98.0,78,4,11.1,44.4,100.0,9.33,3,5,0,5,stuck,0.0,none,maintain_current_pace
S_B_077,B,5,Science,Environmental Science,Biology,39.8,33,7,32.0,224.0,65.3,121.02,8,3,0,1,stuck,0.347,prerequisite_gap,revisit_prerequisite_topic
S_B_078,B,5,Science,Environmental Science,Biology,48.4,65,5,39.4,197.0,29.6,29.34,6,4,1,2,improving,0.704,prerequisite_gap,revisit_prerequisite_topic
S_B_079,B,5,Science,Environmental Science,Biology,27.2,70,4,61.4,245.6,41.4,12.34,4,1,1,6,stuck,0.586,prerequisite_gap,revisit_prerequisite_topic
S_B_080,B,5,Science,Environmental Science,Biology,61.5,55,4,49.8,199.2,57.0,62.56,1,0,0,2,improving,0.43,forgetting,schedule_revision_session
S_B_081,B,5,Science,Space Science,Environmental Science,61.6,16,1,43.8,43.8,57.3,0.0,4,1,0,1,insufficient_data,0.427,low_engagement,increase_interactive_activities
S_B_082,B,5,Science,Space Science,Environmental Science,31.9,58,6,65.8,394.8,60.2,34.5,1,2,0,2,stuck,0.398,prerequisite_gap,revisit_prerequisite_topic
S_B_083,B,5,Science,Space Science,Environmental Science,53.1,33,1,45.5,45.5,71.9,0.0,1,0,0,2,insufficient_data,0.281,none,maintain_current_pace
S_B_084,B,5,Science,Space Science,Environmental Science,68.5,89,4,46.7,186.8,28.9,16.66,6,0,1,4,stuck,0.711,conceptual_misunderstanding,assign_worked_examples
S_B_085,B,5,Science,Space Science,Environmental Science,36.6,28,3,48.1,144.3,65.0,219.77,3,5,0,4,improving,0.35,prerequisite_gap,revisit_prerequisite_topic
S_B_086,B,5,Science,Space Science,Environmental Science,85.1,72,8,7.8,62.4,85.8,68.28,6,5,0,1,stuck,0.142,none,maintain_current_pace
S_B_087,B,5,Science,Space Science,Environmental Science,97.2,11,3,25.5,76.5,89.6,9.82,2,3,0,4,improving,0.104,none,maintain_current_pace
S_B_088,B,5,Science,Space Science,Environmental Science,40.5,44,2,24.5,49.0,44.5,6.3,4,4,1,3,improving,0.555,prerequisite_gap,revisit_prerequisite_topic
S_B_089,B,5,Social Science,History,none,100.0,0,1,16.2,16.2,83.2,0.0,4,5,0,2,insufficient_data,0.168,none,maintain_current_pace
S_B_090,B,5,Social Science,History,none,100.0,0,5,73.2,366.0,27.7,125.29,4,3,0,3,stuck,0.723,unstable_understanding,spaced_repetition_practice
S_B_091,B,5,Social Science,History,none,100.0,0,6,57.2,343.2,82.6,42.56,5,2,0,1,stuck,0.174,none,maintain_current_pace
S_B_092,B,5,Social Science,History,none,100.0,0,3,79.3,237.9,62.4,9.86,4,4,0,5,improving,0.376,conceptual_misunderstanding,assign_worked_examples
S_B_093,B,5,Social Science,History,none,100.0,0,2,46.9,93.8,62.5,6.53,4,4,0,6,improving,0.375,conceptual_misunderstanding,assign_worked_examples
S_B_094,B,5,Social Science,History,none,100.0,0,5,55.5,277.5,89.0,20.31,2,0,0,1,declining,0.11,none,maintain_current_pace
S_B_095,B,5,Social Science,History,none,100.0,0,1,70.6,70.6,93.4,0.0,7,2,0,4,insufficient_data,0.066,none,maintain_current_pace
S_B_096,B,5,Social Science,History,none,100.0,0,2,32.0,64.0,100.0,15.41,1,2,0,2,improving,0.0,none,maintain_current_pace
S_B_097,B,5,Social Science,Geography,History,78.0,90,2,86.4,172.8,66.0,3.16,2,5,0,6,improving,0.34,forgetting,schedule_revision_session
S_B_098,B,5,Social Science,Geography,History,89.7,66,4,37.6,150.4,74.2,40.67,3,3,0,5,stuck,0.258,none,maintain_current_pace
S_B_099,B,5,Social Science,Geography,History,63.4,79,7,61.4,429.8,66.4,69.44,1,5,0,4,stuck,0.336,unstable_understanding,spaced_repetition_practice
S_B_100,B,5,Social Science,Geography,History,61.2,1,2,69.1,138.2,50.6,2.24,2,5,1,6,stuck,0.494,low_engagement,increase_interactive_activities
S_B_101,B,5,Social Science,Geography,History,71.4,32,3,30.6,91.8,53.7,8.94,3,2,1,5,improving,0.463,conceptual_misunderstanding,assign_worked_examples
S_B_102,B,5,Social Science,Geography,History,69.9,1,4,25.4,101.6,35.8,2.81,1,2,0,4,stuck,0.642,conceptual_misunderstanding,assign_worked_examples
S_B_103,B,5,Social Science,Geography,History,46.2,36,8,55.9,447.2,35.0,56.08,0,2,0,4,stuck,0.65,prerequisite_gap,revisit_prerequisite_topic
S_B_104,B,5,Social Science,Geography,History,63.0,21,1,44.3,44.3,31.8,0.0,3,3,0,3,insufficient_data,0.682,low_engagement,increase_interactive_activities
S_B_105,B,5,Social Science,Civics,Geography,40.1,19,5,30.2,151.0,62.6,70.25,7,1,0,6,declining,0.374,prerequisite_gap,revisit_prerequisite_topic
S_B_106,B,5,Social Science,Civics,Geography,83.1,36,8,54.3,434.4,68.0,52.44,2,0,0,3,stuck,0.32,unstable_understanding,spaced_repetition_practice
S_B_107,B,5,Social Science,Civics,Geography,58.1,89,2,5.1,10.2,54.0,14.29,0,0,1,1,declining,0.46,guessing,enforce_reflection_before_submit
S_B_108,B,5,Social Science,Civics,Geography,33.6,31,5,34.8,174.0,54.7,112.28,7,4,0,1,stuck,0.453,prerequisite_gap,revisit_prerequisite_topic
S_B_109,B,5,Social Science,Civics,Geography,43.4,42,7,33.8,236.6,48.5,65.31,5,0,0,5,stuck,0.515,prerequisite_gap,revisit_prerequisite_topic
S_B_110,B,5,Social Science,Civics,Geography,48.9,26,4,12.7,50.8,78.3,62.37,6,4,0,1,stuck,0.217,none,maintain_current_pace
S_B_111,B,5,Social Science,Civics,Geography,58.9,18,4,24.2,96.8,53.6,22.16,8,3,1,2,stuck,0.464,conceptual_misunderstanding,assign_worked_examples
S_B_112,B,5,Social Science,Civics,Geography,53.6,28,4,30.3,121.2,57.5,12.41,7,1,0,1,stuck,0.425,prerequisite_gap,revisit_prerequisite_topic
S_B_113,B,5,Social Science,Economics,Civics,54.9,16,2,50.5,101.0,64.3,1.37,3,0,0,4,stuck,0.357,prerequisite_gap,revisit_prerequisite_topic
S_B_114,B,5,Social Science,Economics,Civics,56.2,89,5,5.0,25.0,50.3,43.7,5,0,0,5,stuck,0.497,guessing,enforce_reflection_before_submit
S_B_115,B,5,Social Science,Economics,Civics,80.1,30,5,73.6,368.0,69.1,40.89,0,5,0,3,declining,0.309,unstable_understanding,spaced_repetition_practice
S_B_116,B,5,Social Science,Economics,Civics,11.5,25,3,43.0,129.0,21.5,2.04,4,3,0,4,stuck,0.785,prerequisite_gap,revisit_prerequisite_topic
S_B_117,B,5,Social Science,Economics,Civics,51.4,29,3,74.4,223.2,58.0,12.07,6,1,0,6,stuck,0.42,prerequisite_gap,revisit_prerequisite_topic
S_B_118,B,5,Social Science,Economics,Civics,31.6,9,3,31.9,95.7,42.7,42.74,1,0,1,2,stuck,0.573,prerequisite_gap,revisit_prerequisite_topic
S_B_119,B,5,Social Science,Economics,Civics,27.1,10,3,12.0,36.0,48.1,1.59,8,4,1,5,stuck,0.519,prerequisite_gap,revisit_prerequisite_topic
S_B_120,B,5,Social Science,Economics,Civics,34.3,43,8,82.1,656.8,86.9,45.06,3,5,0,1,stuck,0.131,none,maintain_current_pace
S_B_121,B,5,Social Science,Political Science,Economics,67.0,69,8,54.7,437.6,89.3,82.82,2,0,0,5,stuck,0.107,none,maintain_current_pace
S_B_122,B,5,Social Science,Political Science,Economics,75.4,24,4,40.6,162.4,55.9,48.79,8,4,0,1,declining,0.441,conceptual_misunderstanding,assign_worked_examples
S_B_123,B,5,Social Science,Political Science,Economics,50.1,34,5,61.3,306.5,48.6,15.32,3,5,1,5,stuck,0.514,prerequisite_gap,revisit_prerequisite_topic
S_B_124,B,5,Social Science,Political Science,Economics,73.6,55,2,56.6,113.2,64.5,26.61,5,0,0,1,improving,0.355,forgetting,schedule_revision_session
S_B_125,B,5,Social Science,Political Science,Economics,74.4,2,1,41.1,41.1,43.2,0.0,1,2,0,6,insufficient_data,0.568,low_engagement,increase_interactive_activities
S_B_126,B,5,Social Science,Political Science,Economics,40.1,82,2,49.1,98.2,51.9,5.15,8,5,0,6,declining,0.481,prerequisite_gap,revisit_prerequisite_topic
S_B_127,B,5,Social Science,Political Science,Economics,61.8,20,6,5.0,30.0,50.4,41.45,2,4,1,5,stuck,0.496,guessing,enforce_reflection_before_submit
S_B_128,B,5,Social Science,Political Science,Economics,81.0,62,5,5.0,25.0,71.4,23.31,7,0,0,5,stuck,0.286,none,maintain_current_pace
S_B_129,B,6,Maths,Arithmetic,none,100.0,0,7,13.9,97.3,75.6,27.7,8,2,0,5,stuck,0.244,none,maintain_current_pace
S_B_130,B,6,Maths,Arithmetic,none,100.0,0,3,8.4,25.2,90.8,5.07,5,2,0,6,stuck,0.092,none,maintain_current_pace
S_B_131,B,6,Maths,Arithmetic,none,100.0,0,1,52.8,52.8,61.4,0.0,6,5,0,1,insufficient_data,0.386,conceptual_misunderstanding,assign_worked_examples
S_B_132,B,6,Maths,Arithmetic,none,100.0,0,1,29.2,29.2,76.5,0.0,8,3,0,5,insufficient_data,0.235,none,maintain_current_pace
S_B_133,B,6,Maths,Arithmetic,none,100.0,0,6,59.8,358.8,80.6,76.18,4,0,0,1,stuck,0.194,none,maintain_current_pace
S_B_134,B,6,Maths,Arithmetic,none,100.0,0,7,43.4,303.8,79.7,118.42,2,4,0,4,declining,0.203,none,maintain_current_pace
S_B_135,B,6,Maths,Arithmetic,none,100.0,0,8,48.8,390.4,72.3,34.71,6,4,0,6,stuck,0.277,none,maintain_current_pace
S_B_136,B,6,Maths,Arithmetic,none,100.0,0,5,30.4,152.0,62.0,89.93,2,2,0,6,improving,0.38,unstable_understanding,spaced_repetition_practice
S_B_137,B,6,Maths,Algebra,Arithmetic,66.8,68,7,39.8,278.6,74.3,110.43,5,2,0,1,stuck,0.257,none,maintain_current_pace
S_B_138,B,6,Maths,Algebra,Arithmetic,72.7,24,7,44.6,312.2,41.7,44.83,4,3,1,3,stuck,0.583,unstable_understanding,spaced_repetition_practice
S_B_139,B,6,Maths,Algebra,Arithmetic,44.3,66,1,40.6,40.6,25.3,0.0,8,4,0,3,insufficient_data,0.747,prerequisite_gap,revisit_prerequisite_topic
S_B_140,B,6,Maths,Algebra,Arithmetic,78.9,43,3,5.0,15.0,74.5,10.87,0,2,0,2,stuck,0.255,none,maintain_current_pace
S_B_141,B,6,Maths,Algebra,Arithmetic,68.4,27,4,45.9,183.6,87.3,63.17,1,3,0,6,improving,0.127,none,maintain_current_pace
S_B_142,B,6,Maths,Algebra,Arithmetic,63.7,14,2,48.6,97.2,76.9,87.2,1,4,0,1,declining,0.231,none,maintain_current_pace
S_B_143,B,6,Maths,Algebra,Arithmetic,57.3,78,4,35.6,142.4,63.1,53.86,3,0,0,4,improving,0.369,unstable_understanding,spaced_repetition_practice
S_B_144,B,6,Maths,Algebra,Arithmetic,79.7,11,8,5.0,40.0,69.5,36.55,2,1,0,1,stuck,0.305,conceptual_misunderstanding,assign_worked_examples
S_B_145,B,6,Maths,Geometry,Algebra,60.3,4,2,21.9,43.8,71.6,24.13,8,0,0,2,improving,0.284,none,maintain_current_pace
S_B_146,B,6,Maths,Geometry,Algebra,55.9,82,8,14.1,112.8,54.7,28.95,5,1,1,1,stuck,0.453,conceptual_misunderstanding,assign_worked_examples
S_B_147,B,6,Maths,Geometry,Algebra,78.8,40,2,53.2,106.4,40.0,0.44,1,4,0,2,stuck,0.6,low_engagement,increase_interactive_activities
S_B_148,B,6,Maths,Geometry,Algebra,45.6,4,3,52.2,156.6,50.7,67.61,3,4,1,2,improving,0.493,prerequisite_gap,revisit_prerequisite_topic
S_B_149,B,6,Maths,Geometry,Algebra,79.7,43,6,47.2,283.2,63.1,44.24,0,2,0,6,stuck,0.369,unstable_understanding,spaced_repetition_practice
S_B_150,B,6,Maths,Geometry,Algebra,59.7,3,6,39.5,237.0,92.9,98.0,6,0,0,1,improving,0.071,none,maintain_current_pace
S_B_151,B,6,Maths,Geometry,Algebra,96.4,8,4,17.4,69.6,68.3,51.96,7,0,0,3,stuck,0.317,unstable_understanding,spaced_repetition_practice
S_B_152,B,6,Maths,Geometry,Algebra,44.3,28,2,75.8,151.6,41.9,14.0,0,3,1,2,improving,0.581,prerequisite_gap,revisit_prerequisite_topic
S_B_153,B,6,Maths,Trigonometry,Geometry,54.0,81,8,39.7,317.6,37.6,76.91,8,0,1,4,stuck,0.624,prerequisite_gap,revisit_prerequisite_topic
S_B_154,B,6,Maths,Trigonometry,Geometry,72.2,25,6,26.5,159.0,81.0,24.92,5,4,0,6,stuck,0.19,none,maintain_current_pace
S_B_155,B,6,Maths,Trigonometry,Geometry,68.0,48,8,43.2,345.6,61.4,65.66,7,2,0,5,stuck,0.386,unstable_understanding,spaced_repetition_practice
S_B_156,B,6,Maths,Trigonometry,Geometry,43.1,22,7,36.5,255.5,25.2,46.27,7,0,1,3,stuck,0.748,prerequisite_gap,revisit_prerequisite_topic
S_B_157,B,6,Maths,Trigonometry,Geometry,83.9,19,6,5.0,30.0,60.9,34.05,3,1,0,2,stuck,0.391,conceptual_misunderstanding,assign_worked_examples
S_B_158,B,6,Maths,Trigonometry,Geometry,88.7,29,5,65.1,325.5,78.7,48.64,0,4,0,4,improving,0.213,none,maintain_current_pace
S_B_159,B,6,Maths,Trigonometry,Geometry,76.5,59,7,64.6,452.2,70.8,89.72,3,2,0,6,stuck,0.292,none,maintain_current_pace
S_B_160,B,6,Maths,Trigonometry,Geometry,41.5,84,4,5.0,20.0,62.4,86.93,4,0,0,3,improving,0.376,prerequisite_gap,revisit_prerequisite_topic
S_B_161,B,6,Maths,Statistics,Trigonometry,65.7,53,2,88.6,177.2,57.4,4.74,0,4,0,2,improving,0.426,forgetting,schedule_revision_session
S_B_162,B,6,Maths,Statistics,Trigonometry,36.6,70,3,58.6,175.8,34.3,21.33,6,2,1,1,declining,0.657,prerequisite_gap,revisit_prerequisite_topic
S_B_163,B,6,Maths,Statistics,Trigonometry,73.2,72,8,26.9,215.2,67.7,66.53,3,2,0,4,stuck,0.323,unstable_understanding,spaced_repetition_practice
S_B_164,B,6,Maths,Statistics,Trigonometry,57.8,70,3,37.6,112.8,83.5,29.72,0,1,0,4,stuck,0.165,none,maintain_current_pace
S_B_165,B,6,Maths,Statistics,Trigonometry,58.3,29,1,83.8,83.8,58.3,0.0,6,0,0,1,insufficient_data,0.417,conceptual_misunderstanding,assign_worked_examples
S_B_166,B,6,Maths,Statistics,Trigonometry,69.2,15,7,25.1,175.7,62.9,106.65,4,0,0,3,stuck,0.371,unstable_understanding,spaced_repetition_practice
S_B_167,B,6,Maths,Statistics,Trigonometry,70.9,81,2,48.8,97.6,53.7,73.95,8,1,1,4,improving,0.463,conceptual_misunderstanding,assign_worked_examples
S_B_168,B,6,Maths,Statistics,Trigonometry,46.1,7,6,7.7,46.2,52.6,25.17,7,1,1,4,stuck,0.474,prerequisite_gap,revisit_prerequisite_topic
S_B_169,B,6,Maths,Probability,Statistics,86.3,86,3,16.1,48.3,64.6,28.59,7,3,0,1,improving,0.354,forgetting,schedule_revision_session
