student_id,school_id,class,subject,topic,prerequisite_topic,prerequisite_score,days_since_prerequisite,num_attempts,avg_time_per_attempt,time_on_task,score,score_variance,hint_usage_count,video_rewatch_count,help_seeking_behavior,session_count,attempt_pattern,difficulty_score,struggle_reason,recommended_action
S_C_028,C,5,Maths,Geometry,Algebra,22.0,18,3,60.9,182.7,54.4,32.63,3,5,1,4,stuck,0.456,prerequisite_gap,revisit_prerequisite_topic
S_C_029,C,5,Maths,Geometry,Algebra,60.1,71,4,57.4,229.6,47.1,14.39,1,2,0,3,stuck,0.529,forgetting,schedule_revision_session
S_C_030,C,5,Maths,Geometry,Algebra,59.0,36,5,60.1,300.5,66.3,32.43,6,2,0,4,stuck,0.337,unstable_understanding,spaced_repetition_practice
S_C_031,C,5,Maths,Trigonometry,Geometry,69.3,49,1,25.7,25.7,74.5,0.0,7,1,0,4,insufficient_data,0.255,none,maintain_current_pace
S_C_032,C,5,Maths,Trigonometry,Geometry,66.6,46,7,66.7,466.9,78.3,65.78,4,0,0,3,stuck,0.217,none,maintain_current_pace
S_C_033,C,5,Maths,Trigonometry,Geometry,58.8,71,6,31.4,188.4,66.8,84.73,4,2,0,6,stuck,0.332,unstable_understanding,spaced_repetition_practice
S_C_034,C,5,Maths,Trigonometry,Geometry,34.6,33,7,19.3,135.1,45.2,15.37,6,5,1,1,stuck,0.548,prerequisite_gap,revisit_prerequisite_topic
S_C_035,C,5,Maths,Trigonometry,Geometry,79.0,48,8,22.6,180.8,95.7,20.69,1,1,0,6,stuck,0.043,none,maintain_current_pace
S_C_036,C,5,Maths,Trigonometry,Geometry,65.0,42,5,35.2,176.0,61.4,28.89,5,4,0,1,stuck,0.386,conceptual_misunderstanding,assign_worked_examples
S_C_037,C,5,Maths,Trigonometry,Geometry,88.8,69,8,49.7,397.6,80.0,23.64,0,3,0,5,stuck,0.2,none,maintain_current_pace
S_C_038,C,5,Maths,Trigonometry,Geometry,75.3,10,8,63.3,506.4,78.3,48.87,0,1,0,4,stuck,0.217,none,maintain_current_pace
S_C_039,C,5,Maths,Trigonometry,Geometry,73.5,32,2,5.0,10.0,57.3,8.75,6,0,0,1,declining,0.427,conceptual_misunderstanding,assign_worked_examples
S_C_040,C,5,Maths,Trigonometry,Geometry,50.5,24,4,94.5,378.0,65.4,46.86,0,5,0,3,stuck,0.346,prerequisite_gap,revisit_prerequisite_topic
S_C_041,C,5,Maths,Statistics,Trigonometry,70.5,37,2,28.1,56.2,85.6,0.0,0,0,0,3,stuck,0.144,none,maintain_current_pace
S_C_042,C,5,Maths,Statistics,Trigonometry,65.2,10,5,20.9,104.5,79.0,16.09,8,1,0,2,stuck,0.21,none,maintain_current_pace
S_C_043,C,5,Maths,Statistics,Trigonometry,97.0,18,3,33.9,101.7,82.1,91.77,2,0,0,3,stuck,0.179,none,maintain_current_pace
S_C_044,C,5,Maths,Statistics,Trigonometry,56.0,49,3,28.7,86.1,50.2,27.35,3,2,1,2,improving,0.498,forgetting,schedule_revision_session
S_C_045,C,5,Maths,Statistics,Trigonometry,64.0,29,2,47.7,95.4,80.3,46.34,1,1,0,2,improving,0.197,none,maintain_current_pace
S_C_046,C,5,Maths,Statistics,Trigonometry,63.0,43,7,68.7,480.9,53.8,47.46,0,1,0,5,stuck,0.462,unstable_understanding,spaced_repetition_practice
S_C_047,C,5,Maths,Statistics,Trigonometry,51.3,23,1,42.0,42.0,50.7,0.0,5,1,1,4,insufficient_data,0.493,prerequisite_gap,revisit_prerequisite_topic
S_C_048,C,5,Maths,Statistics,Trigonometry,48.7,32,5,13.6,68.0,41.8,9.95,6,0,0,2,stuck,0.582,prerequisite_gap,revisit_prerequisite_topic
S_C_049,C,5,Maths,Statistics,Trigonometry,100.0,52,6,33.8,202.8,87.6,82.57,8,0,0,5,stuck,0.124,none,maintain_current_pace
S_C_050,C,5,Maths,Statistics,Trigonometry,71.9,54,7,28.9,202.3,75.8,56.62,4,3,0,4,stuck,0.242,none,maintain_current_pace
S_C_051,C,5,Maths,Probability,Statistics,40.4,41,4,18.1,72.4,63.6,60.38,8,2,0,6,improving,0.364,prerequisite_gap,revisit_prerequisite_topic
S_C_052,C,5,Maths,Probability,Statistics,62.0,50,8,55.7,445.6,66.7,82.63,8,1,0,3,stuck,0.333,unstable_understanding,spaced_repetition_practice
S_C_053,C,5,Maths,Probability,Statistics,53.0,35,4,54.1,216.4,49.6,38.56,0,3,1,4,improving,0.504,prerequisite_gap,revisit_prerequisite_topic
S_C_054,C,5,Maths,Probability,Statistics,60.8,73,8,21.0,168.0,49.1,35.63,1,0,0,5,stuck,0.509,unstable_understanding,spaced_repetition_practice
S_C_055,C,5,Maths,Probability,Statistics,100.0,84,4,31.3,125.2,73.9,12.66,0,3,0,6,stuck,0.261,none,maintain_current_pace
S_C_056,C,5,Maths,Probability,Statistics,79.1,1,2,75.7,151.4,65.4,2.15,0,4,0,2,stuck,0.346,conceptual_misunderstanding,assign_worked_examples
S_C_057,C,5,Maths,Probability,Statistics,20.2,50,5,23.8,119.0,32.7,89.59,7,3,0,6,declining,0.673,prerequisite_gap,revisit_prerequisite_topic
S_C_058,C,5,Maths,Probability,Statistics,30.7,36,3,34.4,103.2,0.0,0.0,6,1,1,2,stuck,1.0,prerequisite_gap,revisit_prerequisite_topic
S_C_059,C,5,Maths,Probability,Statistics,46.2,77,2,5.0,10.0,56.6,6.48,4,0,0,2,improving,0.434,prerequisite_gap,revisit_prerequisite_topic
S_C_060,C,5,Maths,Probability,Statistics,43.4,65,2,54.9,109.8,56.1,14.67,6,5,0,3,declining,0.439,prerequisite_gap,revisit_prerequisite_topic
S_C_061,C,5,Science,Physics,none,100.0,0,8,5.0,40.0,93.1,20.52,6,0,0,2,stuck,0.069,none,maintain_current_pace
S_C_062,C,5,Science,Physics,none,100.0,0,6,42.6,255.6,84.3,57.44,1,1,0,2,stuck,0.157,none,maintain_current_pace
S_C_063,C,5,Science,Physics,none,100.0,0,4,28.5,114.0,78.3,53.27,3,5,0,3,stuck,0.217,none,maintain_current_pace
S_C_064,C,5,Science,Physics,none,100.0,0,2,5.0,10.0,74.5,174.6,1,5,0,1,declining,0.255,none,maintain_current_pace
S_C_065,C,5,Science,Physics,none,100.0,0,2,24.2,48.4,91.6,14.66,4,4,0,1,improving,0.084,none,maintain_current_pace
S_C_066,C,5,Science,Physics,none,100.0,0,2,44.6,89.2,46.9,142.12,1,0,0,3,declining,0.531,unstable_understanding,spaced_repetition_practice
S_C_067,C,5,Science,Physics,none,100.0,0,3,16.4,49.2,83.3,36.32,6,3,0,1,stuck,0.167,none,maintain_current_pace
S_C_068,C,5,Science,Physics,none,100.0,0,7,116.9,818.3,51.3,5.79,8,5,1,3,stuck,0.487,conceptual_misunderstanding,assign_worked_examples
S_C_069,C,5,Science,Physics,none,100.0,0,5,21.2,106.0,100.0,52.27,1,3,0,5,improving,0.0,none,maintain_current_pace
S_C_070,C,5,Science,Physics,none,100.0,0,2,43.7,87.4,98.1,0.0,7,0,0,6,stuck,0.019,none,maintain_current_pace
S_C_071,C,5,Science,Chemistry,Physics,85.7,15,4,5.5,22.0,90.9,62.57,2,2,0,4,improving,0.091,none,maintain_current_pace
S_C_072,C,5,Science,Chemistry,Physics,47.2,86,1,65.6,65.6,80.6,0.0,4,0,0,1,insufficient_data,0.194,none,maintain_current_pace
S_C_073,C,5,Science,Chemistry,Physics,53.0,17,8,47.5,380.0,44.0,73.73,7,3,0,4,stuck,0.56,prerequisite_gap,revisit_prerequisite_topic
S_C_074,C,5,Science,Chemistry,Physics,64.7,71,2,43.9,87.8,81.4,22.27,6,0,0,5,declining,0.186,none,maintain_current_pace
S_C_075,C,5,Science,Chemistry,Physics,100.0,37,3,35.0,105.0,88.6,76.78,5,1,0,3,improving,0.114,none,maintain_current_pace
S_C_076,C,5,Science,Chemistry,Physics,68.1,7,7,13.1,91.7,53.3,16.68,7,5,0,1,stuck,0.467,conceptual_misunderstanding,assign_worked_examples
S_C_077,C,5,Science,Chemistry,Physics,89.2,1,3,21.3,63.9,65.0,1.18,4,4,0,5,stuck,0.35,conceptual_misunderstanding,assign_worked_examples
S_C_078,C,5,Science,Chemistry,Physics,39.0,46,7,19.3,135.1,54.2,63.65,6,3,0,6,stuck,0.458,prerequisite_gap,revisit_prerequisite_topic
S_C_079,C,5,Science,Chemistry,Physics,40.9,52,4,6.2,24.8,67.0,16.22,1,3,0,2,stuck,0.33,prerequisite_gap,revisit_prerequisite_topic
S_C_080,C,5,Science,Chemistry,Physics,54.6,84,6,43.5,261.0,52.2,11.64,4,0,1,1,stuck,0.478,prerequisite_gap,revisit_prerequisite_topic
S_C_081,C,5,Science,Biology,Chemistry,100.0,49,7,47.5,332.5,71.1,79.85,8,4,0,1,stuck,0.289,none,maintain_current_pace
S_C_082,C,5,Science,Biology,Chemistry,59.7,87,5,80.0,400.0,55.8,2.48,1,0,0,3,stuck,0.442,forgetting,schedule_revision_session
S_C_083,C,5,Science,Biology,Chemistry,80.5,85,3,43.8,131.4,75.7,1.84,4,3,0,3,stuck,0.243,none,maintain_current_pace
S_C_084,C,5,Science,Biology,Chemistry,64.4,20,4,13.6,54.4,76.4,2.26,8,2,0,4,stuck,0.236,none,maintain_current_pace
S_C_085,C,5,Science,Biology,Chemistry,55.0,48,2,27.4,54.8,45.3,71.18,5,1,0,4,improving,0.547,conceptual_misunderstanding,assign_worked_examples
S_C_086,C,5,Science,Biology,Chemistry,65.6,19,3,38.1,114.3,42.7,15.62,1,5,1,6,declining,0.573,conceptual_misunderstanding,assign_worked_examples
S_C_087,C,5,Science,Biology,Chemistry,43.4,47,8,28.2,225.6,47.4,52.5,4,5,1,2,stuck,0.526,prerequisite_gap,revisit_prerequisite_topic
S_C_088,C,5,Science,Biology,Chemistry,54.1,17,2,67.7,135.4,65.3,7.3,7,2,0,6,declining,0.347,prerequisite_gap,revisit_prerequisite_topic
S_C_089,C,5,Science,Biology,Chemistry,65.5,81,3,20.3,60.9,58.1,41.1,6,1,0,3,improving,0.419,conceptual_misunderstanding,assign_worked_examples
S_C_090,C,5,Science,Biology,Chemistry,56.3,64,1,26.7,26.7,46.4,0.0,2,0,0,6,insufficient_data,0.536,forgetting,schedule_revision_session
S_C_091,C,5,Science,Environmental Science,Biology,50.9,80,8,34.8,278.4,86.5,55.34,5,4,0,5,stuck,0.135,none,maintain_current_pace
S_C_092,C,5,Science,Environmental Science,Biology,51.4,70,5,75.1,375.5,65.6,43.72,0,5,0,3,declining,0.344,prerequisite_gap,revisit_prerequisite_topic
S_C_093,C,5,Science,Environmental Science,Biology,55.4,78,7,46.2,323.4,61.0,20.62,0,0,0,4,stuck,0.39,forgetting,schedule_revision_session
S_C_094,C,5,Science,Environmental Science,Biology,53.9,12,4,59.6,238.4,37.9,58.33,0,4,0,4,stuck,0.621,prerequisite_gap,revisit_prerequisite_topic
S_C_095,C,5,Science,Environmental Science,Biology,68.1,52,3,5.0,15.0,40.0,11.98,2,2,1,1,stuck,0.6,guessing,enforce_reflection_before_submit
S_C_096,C,5,Science,Environmental Science,Biology,41.1,69,5,26.6,133.0,37.7,8.58,7,5,0,1,stuck,0.623,prerequisite_gap,revisit_prerequisite_topic
S_C_097,C,5,Science,Environmental Science,Biology,47.7,43,6,36.1,216.6,81.7,37.64,0,3,0,2,stuck,0.183,none,maintain_current_pace
S_C_098,C,5,Science,Environmental Science,Biology,73.7,49,1,7.2,7.2,70.3,0.0,7,0,0,2,insufficient_data,0.297,none,maintain_current_pace
S_C_099,C,5,Science,Environmental Science,Biology,74.5,85,3,34.6,103.8,56.1,0.49,3,0,0,3,stuck,0.439,forgetting,schedule_revision_session
S_C_100,C,5,Science,Environmental Science,Biology,36.1,18,7,5.0,35.0,46.7,29.2,1,3,0,4,stuck,0.533,prerequisite_gap,revisit_prerequisite_topic
S_C_101,C,5,Science,Space Science,Environmental Science,59.0,18,3,49.0,147.0,63.8,92.8,2,0,0,3,stuck,0.362,unstable_understanding,spaced_repetition_practice
S_C_102,C,5,Science,Space Science,Environmental Science,52.4,52,7,5.0,35.0,40.3,7.53,3,0,1,5,stuck,0.597,prerequisite_gap,revisit_prerequisite_topic
S_C_103,C,5,Science,Space Science,Environmental Science,65.0,69,6,41.3,247.8,69.3,43.23,3,3,0,5,stuck,0.307,unstable_understanding,spaced_repetition_practice
S_C_104,C,5,Science,Space Science,Environmental Science,52.3,63,2,33.7,67.4,53.2,0.23,5,3,0,2,stuck,0.468,prerequisite_gap,revisit_prerequisite_topic
S_C_105,C,5,Science,Space Science,Environmental Science,68.6,87,5,55.9,279.5,61.0,7.5,7,4,0,5,stuck,0.39,forgetting,schedule_revision_session
S_C_106,C,5,Science,Space Science,Environmental Science,65.8,1,5,22.2,111.0,64.9,10.68,6,5,0,6,stuck,0.351,conceptual_misunderstanding,assign_worked_examples
S_C_107,C,5,Science,Space Science,Environmental Science,22.7,69,2,45.9,91.8,34.3,47.21,3,3,0,6,declining,0.657,prerequisite_gap,revisit_prerequisite_topic
S_C_108,C,5,Science,Space Science,Environmental Science,67.4,16,5,56.9,284.5,57.3,31.41,6,5,0,4,stuck,0.427,conceptual_misunderstanding,assign_worked_examples
S_C_109,C,5,Science,Space Science,Environmental Science,68.4,44,1,14.5,14.5,80.8,0.0,1,1,0,1,insufficient_data,0.192,none,maintain_current_pace
S_C_110,C,5,Science,Space Science,Environmental Science,37.6,74,3,5.0,15.0,36.5,68.34,0,1,0,1,improving,0.635,prerequisite_gap,revisit_prerequisite_topic
S_C_111,C,5,Social Science,History,none,100.0,0,2,47.5,95.0,63.7,29.16,6,5,0,4,declining,0.363,unstable_understanding,spaced_repetition_practice
S_C_112,C,5,Social Science,History,none,100.0,0,7,10.6,74.2,83.2,7.67,6,5,0,5,stuck,0.168,none,maintain_current_pace
S_C_113,C,5,Social Science,History,none,100.0,0,5,20.6,103.0,68.5,37.59,0,0,0,6,stuck,0.315,unstable_understanding,spaced_repetition_practice
S_C_114,C,5,Social Science,History,none,100.0,0,4,24.9,99.6,67.0,91.38,2,1,0,6,declining,0.33,unstable_understanding,spaced_repetition_practice
S_C_115,C,5,Social Science,History,none,100.0,0,2,22.1,44.2,83.1,39.36,8,3,0,4,declining,0.169,none,maintain_current_pace
S_C_116,C,5,Social Science,History,none,100.0,0,4,65.4,261.6,92.0,20.3,3,5,0,4,stuck,0.08,none,maintain_current_pace
S_C_117,C,5,Social Science,History,none,100.0,0,7,57.2,400.4,76.8,41.63,0,3,0,3,stuck,0.232,none,maintain_current_pace
S_C_118,C,5,Social Science,History,none,100.0,0,3,27.3,81.9,65.7,7.25,5,0,0,2,stuck,0.343,conceptual_misunderstanding,assign_worked_examples
S_C_119,C,5,Social Science,History,none,100.0,0,8,18.0,144.0,85.0,45.9,6,4,0,4,stuck,0.15,none,maintain_current_pace
S_C_120,C,5,Social Science,History,none,100.0,0,7,71.2,498.4,79.0,67.72,1,0,0,3,stuck,0.21,none,maintain_current_pace
S_C_121,C,5,Social Science,Geography,History,53.8,1,7,42.5,297.5,19.5,76.99,6,1,1,4,improving,0.805,prerequisite_gap,revisit_prerequisite_topic
S_C_122,C,5,Social Science,Geography,History,59.3,30,6,19.8,118.8,51.5,15.94,1,2,1,6,stuck,0.485,conceptual_misunderstanding,assign_worked_examples
S_C_123,C,5,Social Science,Geography,History,69.3,48,1,52.2,52.2,87.4,0.0,8,5,0,6,insufficient_data,0.126,none,maintain_current_pace
S_C_124,C,5,Social Science,Geography,History,82.2,86,1,29.7,29.7,83.6,0.0,2,2,0,1,insufficient_data,0.164,none,maintain_current_pace
S_C_125,C,5,Social Science,Geography,History,63.1,67,5,32.4,162.0,55.1,11.65,2,1,0,2,stuck,0.449,forgetting,schedule_revision_session
S_C_126,C,5,Social Science,Geography,History,84.1,57,3,15.1,45.3,39.1,97.55,7,3,1,4,improving,0.609,conceptual_misunderstanding,assign_worked_examples
S_C_127,C,5,Social Science,Geography,History,77.9,2,7,46.5,325.5,87.8,50.39,2,0,0,1,stuck,0.122,none,maintain_current_pace
S_C_128,C,5,Social Science,Geography,History,66.0,87,5,15.2,76.0,61.0,25.83,6,3,0,6,stuck,0.39,unstable_understanding,spaced_repetition_practice
S_C_129,C,5,Social Science,Geography,History,90.9,74,7,78.7,550.9,78.8,97.84,5,5,0,6,stuck,0.212,none,maintain_current_pace
S_C_130,C,5,Social Science,Geography,History,45.3,33,5,74.5,372.5,30.4,60.42,0,0,1,2,stuck,0.696,prerequisite_gap,revisit_prerequisite_topic
S_C_131,C,5,Social Science,Civics,Geography,90.0,34,6,35.9,215.4,67.9,26.25,1,2,0,3,stuck,0.321,unstable_understanding,spaced_repetition_practice
S_C_132,C,5,Social Science,Civics,Geography,46.1,68,1,52.9,52.9,45.8,0.0,8,5,1,6,insufficient_data,0.542,prerequisite_gap,revisit_prerequisite_topic
S_C_133,C,5,Social Science,Civics,Geography,63.4,37,5,5.0,25.0,56.4,18.27,8,2,0,1,stuck,0.436,conceptual_misunderstanding,assign_worked_examples
S_C_134,C,5,Social Science,Civics,Geography,48.9,25,2,5.0,10.0,48.6,101.55,5,4,0,1,declining,0.514,prerequisite_gap,revisit_prerequisite_topic
S_C_135,C,5,Social Science,Civics,Geography,64.8,80,1,55.3,55.3,69.8,0.0,7,0,0,4,insufficient_data,0.302,forgetting,schedule_revision_session
S_C_136,C,5,Social Science,Civics,Geography,54.6,58,5,97.3,486.5,63.7,102.3,8,5,0,5,improving,0.363,prerequisite_gap,revisit_prerequisite_topic
S_C_137,C,5,Social Science,Civics,Geography,85.1,83,4,23.4,93.6,72.5,19.17,8,3,0,1,declining,0.275,none,maintain_current_pace
S_C_138,C,5,Social Science,Civics,Geography,82.2,50,8,51.6,412.8,55.1,54.41,8,1,0,3,stuck,0.449,conceptual_misunderstanding,assign_worked_examples
S_C_139,C,5,Social Science,Civics,Geography,49.8,25,5,15.7,78.5,67.0,8.73,3,1,0,5,stuck,0.33,prerequisite_gap,revisit_prerequisite_topic
S_C_140,C,5,Social Science,Civics,Geography,74.5,84,3,30.0,90.0,80.5,36.32,5,4,0,1,improving,0.195,none,maintain_current_pace
S_C_141,C,5,Social Science,Economics,Civics,46.4,9,6,15.9,95.4,47.6,43.49,0,1,1,3,stuck,0.524,prerequisite_gap,revisit_prerequisite_topic
S_C_142,C,5,Social Science,Economics,Civics,72.9,60,3,86.6,259.8,50.5,30.55,3,2,0,6,declining,0.495,unstable_understanding,spaced_repetition_practice
S_C_143,C,5,Social Science,Economics,Civics,41.7,8,3,64.7,194.1,34.9,62.74,1,1,0,5,declining,0.651,prerequisite_gap,revisit_prerequisite_topic
S_C_144,C,5,Social Science,Economics,Civics,50.5,1,8,38.3,306.4,69.7,46.11,7,5,0,1,stuck,0.303,prerequisite_gap,revisit_prerequisite_topic
S_C_145,C,5,Social Science,Economics,Civics,64.1,16,5,43.3,216.5,66.3,28.67,7,0,0,2,stuck,0.337,conceptual_misunderstanding,assign_worked_examples
S_C_146,C,5,Social Science,Economics,Civics,55.7,10,1,53.5,53.5,34.6,0.0,4,3,0,6,insufficient_data,0.654,low_engagement,increase_interactive_activities
S_C_147,C,5,Social Science,Economics,Civics,73.6,7,6,33.0,198.0,48.3,59.28,6,0,1,5,declining,0.517,conceptual_misunderstanding,assign_worked_examples
S_C_148,C,5,Social Science,Economics,Civics,56.1,47,7,26.2,183.4,47.0,46.41,3,1,0,3,stuck,0.53,unstable_understanding,spaced_repetition_practice
S_C_149,C,5,Social Science,Economics,Civics,86.7,47,3,38.5,115.5,87.5,30.27,6,5,0,6,declining,0.125,none,maintain_current_pace
S_C_150,C,5,Social Science,Economics,Civics,41.3,80,4,67.7,270.8,56.9,26.99,0,3,0,1,stuck,0.431,prerequisite_gap,revisit_prerequisite_topic
S_C_151,C,5,Social Science,Political Science,Economics,48.6,47,5,16.5,82.5,53.3,61.84,5,0,1,1,stuck,0.467,prerequisite_gap,revisit_prerequisite_topic
S_C_152,C,5,Social Science,Political Science,Economics,87.9,6,2,5.0,10.0,90.3,0.02,8,0,0,2,stuck,0.097,none,maintain_current_pace
S_C_153,C,5,Social Science,Political Science,Economics,43.2,27,5,53.6,268.0,67.2,50.8,5,2,0,5,stuck,0.328,prerequisite_gap,revisit_prerequisite_topic
S_C_154,C,5,Social Science,Political Science,Economics,49.7,63,2,35.0,70.0,46.5,8.77,1,2,0,6,declining,0.535,prerequisite_gap,revisit_prerequisite_topic
S_C_155,C,5,Social Science,Political Science,Economics,53.3,65,7,59.6,417.2,52.9,61.87,6,3,0,5,stuck,0.471,prerequisite_gap,revisit_prerequisite_topic
S_C_156,C,5,Social Science,Political Science,Economics,53.4,19,5,17.4,87.0,62.8,51.23,0,0,0,6,stuck,0.372,prerequisite_gap,revisit_prerequisite_topic
S_C_157,C,5,Social Science,Political Science,Economics,49.0,87,3,59.7,179.1,53.9,7.96,5,0,1,5,declining,0.461,prerequisite_gap,revisit_prerequisite_topic
S_C_158,C,5,Social Science,Political Science,Economics,30.2,44,5,38.6,193.0,49.7,59.44,3,1,0,4,stuck,0.503,prerequisite_gap,revisit_prerequisite_topic
S_C_159,C,5,Social Science,Political Science,Economics,42.9,84,4,6.0,24.0,64.7,65.57,0,5,0,1,stuck,0.353,prerequisite_gap,revisit_prerequisite_topic
S_C_160,C,5,Social Science,Political Science,Economics,43.4,77,4,18.7,74.8,63.7,33.79,8,0,0,2,improving,0.363,prerequisite_gap,revisit_prerequisite_topic
S_C_161,C,6,Maths,Arithmetic,none,100.0,0,4,17.1,68.4,61.0,22.46,0,4,0,6,stuck,0.39,unstable_understanding,spaced_repetition_practice
S_C_162,C,6,Maths,Arithmetic,none,100.0,0,4,20.4,81.6,91.1,23.89,6,3,0,2,stuck,0.089,none,maintain_current_pace
S_C_163,C,6,Maths,Arithmetic,none,100.0,0,1,43.5,43.5,52.7,0.0,2,1,1,4,insufficient_data,0.473,low_engagement,increase_interactive_activities
S_C_164,C,6,Maths,Arithmetic,none,100.0,0,2,5.0,10.0,100.0,11.5,7,5,0,3,declining,0.0,none,maintain_current_pace
S_C_165,C,6,Maths,Arithmetic,none,100.0,0,8,64.0,512.0,55.0,137.34,3,0,0,5,declining,0.45,unstable_understanding,spaced_repetition_practice
S_C_166,C,6,Maths,Arithmetic,none,100.0,0,7,18.2,127.4,80.2,16.33,3,3,0,4,stuck,0.198,none,maintain_current_pace
S_C_167,C,6,Maths,Arithmetic,none,100.0,0,6,69.6,417.6,64.9,85.86,6,1,0,6,improving,0.351,unstable_understanding,spaced_repetition_practice
S_C_168,C,6,Maths,Arithmetic,none,100.0,0,4,51.9,207.6,70.7,55.21,6,5,0,2,stuck,0.293,none,maintain_current_pace
S_C_169,C,6,Maths,Arithmetic,none,100.0,0,8,30.2,241.6,88.2,21.56,6,0,0,4,stuck,0.118,none,maintain_current_pace
S_C_170,C,6,Maths,Arithmetic,none,100.0,0,6,19.4,116.4,89.2,97.93,3,2,0,5,stuck,0.108,none,maintain_current_pace
S_C_171,C,6,Maths,Algebra,Arithmetic,62.1,69,2,50.0,100.0,69.5,25.8,6,2,0,5,improving,0.305,unstable_understanding,spaced_repetition_practice
